"pid","address","value","buildings","year","land","living","good","style","model","grade","beds","baths","heatfuel","heattype","ac","nghd"
13525,"63 LIBERTY ST",57470,1,1910,0.05,1424,55,"Colonial","Single Family","Average",3,1,"Gas/Oil","Hot Water","None","	 2000"
13942,"139 WINCHESTER AV",187950,1,1910,0.15,1982,97,"Colonial","Single Family","Above Average",4,2,"Gas/Oil","FA/HW/ST","None","	 1650"
13944,"149 WINCHESTER AV",111020,1,1900,0.05,1703,68,"Colonial","Single Family","Average",2,2,"Oil/Gas","FA/HW/ST","None","	 1650"
13948,"30 WOODLAND ST",104440,1,1900,0.13,721,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 1650"
14015,"282 PROSPECT ST",708750,1,1896,0.65,4556,78,"Colonial","Single Family","Superior -",8,3,"Oil/Gas","Hot Water","None","	 1500"
14039,"12 SAINT RONAN TER",589260,1,1900,0.27,3704,68,"Colonial","Single Family","Superior -",6,5,"Oil/Gas","Hot Water","None","	 1500"
14042,"5 SAINT RONAN TER",775110,1,1903,0.37,6228,67,"Colonial","Single Family","Superior",8,3,"Oil/Gas","FA/HW/ST","None","	 1500"
14043,"258 SAINT RONAN ST",608860,1,1915,0.38,4098,68,"Colonial","Single Family","Superior -",6,2,"Oil/Gas","FA/HW/ST","None","	 1500"
14045,"10 SAINT RONAN TER",725620,1,1930,0.32,4986,78,"Colonial","Single Family","Superior",4,4,"Gas/Oil","Steam","None","	 1500"
14054,"190 SAINT RONAN ST",693000,1,1900,0.6,4985,78,"Colonial","Single Family","Excellent +",7,5,"Gas/Oil","FA/HW/ST","Central","	 1500"
14055,"176 SAINT RONAN ST",1036210,1,1920,0.86,7543,78,"Colonial","Single Family","Superior",7,4,"Gas/Oil","FA/HW/ST","Central","	 1500"
14097,"43 SHELDON TER",92050,1,1935,0.19,1229,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14198,"644 PROSPECT ST",193970,1,1952,0.1,1152,58,"Colonial","Single Family","Average",2,1,"Gas/Oil","Hot Water","None","	 1500"
14202,"634 PROSPECT ST",203980,1,1949,0.11,1364,58,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1500"
14203,"630 PROSPECT ST",197190,1,1949,0.11,1152,58,"Colonial","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 1500"
14205,"211 HIGHLAND ST",180670,1,1923,0.42,3516,68,"Colonial","Single Family","Ave/Good",6,4,"Gas/Oil","Hot Water","None","	 1600"
14209,"233 HIGHLAND ST",143780,1,1931,0.34,2200,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14215,"129 SHELDON TER",73360,1,1961,0.28,1008,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14222,"120 HUNTINGTON ST",509810,1,1939,0.62,3728,78,"Colonial","Single Family","Vg/Exc",6,3,"Oil/Gas","Hot Water","None","	 1500"
14223,"112 HUNTINGTON ST",562730,1,1910,0.56,3990,78,"Colonial","Single Family","Excellent",4,3,"Oil/Gas","FA/HW/ST","Central","	 1500"
14235,"671 PROSPECT ST",729330,1,1907,0.45,4279,86,"Colonial","Single Family","Superior -",5,4,"Oil/Gas","Hot Water","None","	 1500"
14242,"34 EDGEHILL RD",493010,1,1900,0.36,4003,78,"Colonial","Single Family","Excellent +",8,3,"Oil/Gas","Hot Water","None","	 1500"
14243,"165 HUNTINGTON ST",480480,1,1925,0.49,2907,78,"Colonial","Single Family","Excellent",4,3,"Oil/Gas","FA/HW/ST","None","	 1500"
14248,"300 OGDEN ST",583380,1,1925,0.34,2796,78,"Cape Cod","Single Family","Superior",3,3,"Oil/Gas","FA/HW/ST","Central","	 1500"
14254,"72 EDGEHILL RD",722960,1,1900,0.33,5888,68,"Colonial","Single Family","Superior -",9,2,"Oil/Gas","Hot Water","None","	 1500"
14255,"237 EAST ROCK RD",664650,1,1913,0.34,4176,78,"Colonial","Single Family","Superior -",7,3,"Oil/Gas","FA/HW/ST","Central","	 1500"
14258,"265 EAST ROCK RD",788340,1,1918,0.34,5190,78,"Colonial","Single Family","Superior",6,4,"Oil/Gas","FA/HW/ST","None","	 1500"
14259,"275 EAST ROCK RD",862190,1,1920,0.69,7500,68,"Colonial","Single Family","Superior +",9,5,"Oil/Gas","FA/HW/ST","None","	 1500"
14262,"317 OGDEN ST",798700,1,2008,0.46,4135,94,"Contemporary","Single Family","Superior",6,4,"Gas/Oil","FA/HW/ST","Central","	 1500"
14263,"301 OGDEN ST",641970,1,2001,0.21,3153,95,"Contemporary","Single Family","Superior",5,3,"Gas/Oil","FA/HW/ST","Central","	 1500"
14268,"8 RESERVOIR ST",295050,1,1950,0.21,1188,68,"Contemporary","Single Family","Good",1,2,"Gas/Oil","FA/HW/ST","Central","	 1500"
14274,"45 RESERVOIR ST",409990,1,1973,0.23,2706,72,"Contemporary","Single Family","Very Good",4,2,"Oil/Gas","FA/HW/ST","None","	 1500"
14280,"255 OGDEN ST",390390,1,1974,0.26,2362,72,"Contemporary","Single Family","Vg/Exc",3,2,"Gas/Oil","FA/HW/ST","Central","	 1500"
14281,"269 OGDEN ST",437465,1,1972,0.23,2871,83,"Contemporary","Single Family","Very Good",2,2,"Gas/Oil","FA/HW/ST","Central","	 1500"
14301,"322 NEWHALL ST",84000,1,1910,0.08,1426,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14306,"300 NEWHALL ST",96950,1,1910,0.08,1448,95,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14307,"425 HUNTINGTON ST",90160,1,1910,0.11,1440,90,"Colonial","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 1600"
14346,"401 HUNTINGTON ST",58240,1,1915,0.08,1040,55,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14351,"81 SHEPARD ST",75180,1,1910,0.16,1076,55,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14367,"384 NEWHALL ST",88620,1,1910,0.11,1282,78,"Colonial","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14370,"374 NEWHALL ST",77560,1,1930,0.17,1411,68,"Colonial","Single Family","Average",3,2,"Gas/Oil","Hot Water","None","	 1600"
14371,"370 NEWHALL ST",102130,1,1920,0.18,1528,78,"Colonial","Single Family","Average",4,1,"Oil/Gas","Forced Hot Air","None","	 1600"
14415,"23 CAVE ST",89320,1,1910,0.15,1564,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14487,"128 SHELDON TER",85890,1,1946,0.15,1434,68,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 1600"
14511,"428 HUNTINGTON ST",69580,1,1900,0.09,1037,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14516,"286 NEWHALL ST",79660,1,1900,0.06,1530,78,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 1600"
14536,"380 HUNTINGTON ST",69930,1,1900,0.1,1690,55,"Colonial","Single Family","Average",3,2,"Oil/Gas","Hot Water","None","	 1600"
14537,"374 HUNTINGTON ST",82250,1,1900,0.11,1588,68,"Colonial","Single Family","Average",4,1,"Gas/Oil","FA/HW/ST","None","	 1600"
14550,"23 BASSETT ST",92260,1,1900,0.09,1184,90,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14557,"43 BASSETT ST",85750,1,1900,0.09,1676,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14614,"54 STARR ST",100030,1,1930,0.14,1486,68,"Cape Cod","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 1600"
14629,"605 WINCHESTER AV",87430,1,1900,0.12,1855,68,"Colonial","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 1600"
14632,"619 WINCHESTER AV",85050,1,1900,0.11,1400,78,"Colonial","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 1600"
14633,"623 WINCHESTER AV",84140,1,1900,0.11,1855,68,"Colonial","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 1600"
14659,"100 SHEFFIELD AV",82460,1,1900,0.1,1682,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 1600"
14783,"82 MUNSON ST",122360,1,1920,0.11,1164,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","Forced Hot Air","None","	 1650"
14795,"41 WOODLAND ST",149380,1,1920,0.15,2030,68,"Colonial","Single Family","Above Average",6,2,"Oil/Gas","FA/HW/ST","None","	 1650"
14803,"46 TILTON ST",105630,1,2017,0.07,760,100,"Contemporary","Single Family","Ave/Good",2,1,"Gas/Oil","FA/HW/ST","Central","	 1650"
14862,"76 WINCHESTER AV",223370,1,2005,0.22,1740,90,"Ranch","Single Family","Above Average",3,2,"Gas/Oil","FA/HW/ST","None","	 1650"
14868,"40 WINCHESTER AV",107450,1,1920,0.06,1407,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1650"
14886,"92 MANSFIELD ST",251650,1,1903,0.18,2593,90,"Colonial","Single Family","Ave/Good",5,3,"Oil/Gas","FA/HW/ST","Central","	 1650"
14890,"72 MANSFIELD ST",227500,1,1920,0.17,2840,78,"Colonial","Single Family","Good",3,1,"Oil/Gas","FA/HW/ST","Central","	 1650"
15079,"141 PORTSEA ST",74970,1,1900,0.05,1896,55,"Colonial","Single Family","Average",5,2,"Oil/Gas","FA/HW/ST","None","	 1900"
15150,"104 CEDAR ST",72240,1,1900,0.07,1320,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15183,"26 EDGAR ST",59780,1,1900,0.04,1216,68,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2000"
15184,"24 EDGAR ST",62440,1,1900,0.05,1140,68,"Colonial","Single Family","Average",2,2,"Gas/Oil","FA/HW/ST","None","	 2000"
15203,"118 CEDAR ST",57400,1,1910,0.04,1142,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15214,"9 EDGAR ST",73290,1,1910,0.08,1551,68,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2000"
15286,"539 HOWARD AV",101850,1,1900,0.04,2418,78,"Colonial","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 2000"
15290,"180 CARLISLE ST",48650,1,1910,0.1,795,68,"Bungalow","Single Family","Below Average",2,2,"Oil/Gas","FA/HW/ST","None","	 2000"
15296,"32 SALEM ST",61040,1,1899,0.06,916,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15297,"30 SALEM ST",56420,1,1910,0.07,831,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15306,"228 PORTSEA ST",116340,1,1900,0.17,2609,78,"Colonial","Single Family","Average",6,2,"Oil/Gas","FA/HW/ST","None","	 2000"
15341,"207 PORTSEA ST",72660,1,1900,0.07,1224,78,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2000"
15357,"599 HOWARD AV",187950,1,1920,0.11,3462,78,"Rooming House","Single Family","Average",9,5,"Oil/Gas","Hot Water","None","	 2000"
15366,"258 HALLOCK AV",59150,1,1910,0.09,1024,73,"Colonial","Single Family","Average",2,1,"Gas/Oil","Hot Water","None","	 2000"
15367,"252 HALLOCK AV",70980,1,1910,0.11,1340,73,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15371,"240 HALLOCK AV",77420,1,1982,0.15,1257,82,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15394,"75 SECOND ST",61740,1,1900,0.04,1152,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15398,"393 GREENWICH AV",67340,1,1900,0.1,1390,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15402,"409 GREENWICH AV",65310,1,1900,0.1,1335,68,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2000"
15405,"421 GREENWICH AV",75460,1,1900,0.06,1324,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15486,"10 CASSIUS ST",78470,1,1995,0.13,1222,86,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2000"
15547,"51 DEWITT ST",86520,1,1912,0.07,1401,90,"Colonial","Single Family","Average",2,2,"Oil/Gas","FA/HW/ST","None","	 2000"
15551,"88 ROSETTE ST",46970,1,1910,0.05,954,68,"Colonial","Single Family","Below Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15594,"76 FOURTH ST",76930,1,1900,0.11,1564,68,"Colonial","Single Family","Average",5,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15633,"293 GREENWICH AV",83370,1,1920,0.11,1721,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15635,"299 GREENWICH AV",50470,1,1900,0.05,1054,55,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15648,"202 HALLOCK AV",63070,1,1900,0.06,1128,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15652,"194 HALLOCK AV",65100,1,1900,0.06,1183,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 2000"
15669,"40 SECOND ST",96390,1,1910,0.08,2226,68,"2 Family","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2000"
15673,"264 HOWARD AV",108570,1,1900,0.17,2928,68,"Colonial","Single Family","Average",5,2,"Oil/Gas","FA/HW/ST","None","	 2000"
15678,"75 THIRD ST",61180,1,1900,0.07,988,63,"Colonial","Single Family","Average",4,1,"Gas/Oil","Hot Water","None","	 2000"
15687,"353 GREENWICH AV",77000,1,1900,0.14,1345,78,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","Steam","None","	 2000"
15690,"84 SECOND ST",77910,1,1871,0.08,1470,68,"Colonial","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","Central","	 2000"
15697,"368 GREENWICH AV",68670,1,1900,0.13,1060,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15700,"352 GREENWICH AV",75460,1,1900,0.09,1362,78,"Colonial","Single Family","Average",3,2,"Gas/Oil","FA/HW/ST","None","	 2000"
15701,"348 GREENWICH AV",68180,1,1900,0.09,1165,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15716,"286 GREENWICH AV",72240,1,1900,0.15,1226,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15721,"260 GREENWICH AV",55230,1,1910,0.11,1137,55,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15727,"234 GREENWICH AV",62440,1,1930,0.11,1185,68,"Bungalow","Single Family","Average",2,1,"Oil/Gas","Steam","None","	 2000"
15736,"196 GREENWICH AV",70280,1,1900,0.08,1350,68,"Colonial","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15746,"192 KIMBERLY AV",83370,1,1910,0.3,1838,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15832,"65 PLYMOUTH ST",76720,1,1920,0.1,1258,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15956,"170 PLYMOUTH ST",64820,1,1910,0.07,1200,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15961,"180 LAMBERTON ST",64960,1,1890,0.08,1126,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
15977,"120 LAMBERTON ST",62090,1,1890,0.12,1340,58,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16003,"22 MORRIS ST",67270,1,1900,0.09,1353,73,"Colonial","Single Family","Below Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2000"
16009,"110 ROSETTE ST",96390,1,2006,0.11,1728,90,"Colonial","Single Family","Average",4,1,"Gas/Oil","Hot Water","None","	 2000"
16013,"100 ROSETTE ST",99820,1,2007,0.1,1908,90,"Colonial","Single Family","Average",4,1,"Oil/Gas","Hot Water","None","	 2000"
16015,"60 DEWITT ST",43890,1,1930,0.05,558,68,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16019,"42 DEWITT ST",68040,1,2009,0.12,1440,94,"Colonial","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 2000"
16033,"21 ARTHUR ST",96740,1,2005,0.12,1568,90,"Colonial","Single Family","Average",3,2,"Oil/Gas","Hot Water","None","	 2000"
16039,"43 ARTHUR ST",37660,1,1900,0.06,972,55,"Colonial","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16042,"49 ARTHUR ST",65030,1,1900,0.06,972,78,"Colonial","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16044,"53 ARTHUR ST",75950,1,1900,0.09,1596,68,"Colonial","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 2000"
16048,"136 ROSETTE ST",74760,1,1900,0.11,1562,68,"Colonial","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16049,"130 ROSETTE ST",66150,1,1900,0.05,1280,68,"Colonial","Single Family","Average",3,2,"Gas/Oil","Steam","None","	 2000"
16053,"120 ROSETTE ST",65730,1,1900,0.06,1260,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16072,"91 LAMBERTON ST",85190,1,2020,0.12,1440,95,"Colonial","Single Family","Average",3,1,"Gas/Oil","Hot Air-no Duc","&nbsp;","	 2000"
16136,"52 HURLBURT ST",52920,1,1900,0.1,1485,55,"Colonial","Single Family","Below Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16156,"15 WILSON ST",87220,1,2009,0.14,1440,90,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2000"
16157,"23 WILSON ST",91140,1,2009,0.13,1440,94,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2000"
16161,"31 WILSON ST",50400,1,1900,0.05,826,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16185,"38 WILSON ST",108640,1,2016,0.17,1440,87,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","&nbsp;","	 2000"
16202,"73 MORRIS ST",34860,1,1900,0.12,612,55,"Bungalow","Single Family","Fair",2,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16205,"81 MORRIS ST",70910,1,1900,0.1,1209,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16249,"168 SPRING ST",78120,1,1900,0.07,1260,78,"Colonial","Single Family","Average",3,1,"Gas/Oil","Hot Water","None","	 2000"
16268,"107 ROSETTE ST",58100,1,1900,0.06,984,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16272,"121 ROSETTE ST",74900,1,1900,0.07,1260,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16273,"123 ROSETTE ST",67550,1,1900,0.07,1080,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16275,"129 ROSETTE ST",85890,1,2002,0.11,1440,88,"Colonial","Single Family","Average",3,1,"Gas/Oil","Hot Water","None","	 2000"
16280,"200 SPRING ST",95410,1,1900,0.05,2197,78,"Colonial","Single Family","Average",5,2,"Oil/Gas","FA/HW/ST","None","	 2000"
16290,"155 ROSETTE ST",70420,1,1900,0.08,1120,77,"Colonial","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16310,"177 ROSETTE ST",72520,1,1900,0.09,1120,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16316,"199 ROSETTE ST",59990,1,1900,0.16,901,68,"Colonial","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16330,"71 ROSETTE ST",105280,1,1900,0.08,2393,78,"Colonial","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2000"
16356,"171 SPRING ST",100240,1,1900,0.1,1904,78,"Colonial","Single Family","Average",6,1,"Oil/Gas","Hot Water","None","	 2000"
16376,"111 DEWITT ST",48230,1,1900,0.07,856,68,"Colonial","Single Family","Below Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2000"
16412,"269 PORTSEA ST",87430,1,1900,0.04,2073,68,"Row House","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 2000"
16414,"273 PORTSEA ST",84210,1,1900,0.03,2073,68,"Row House","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 2000"
16415,"275 PORTSEA ST",88690,1,1920,0.03,2073,68,"Row House","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 2000"
16418,"281 PORTSEA ST",78330,1,1900,0.04,2073,58,"Row House","Single Family","Average",4,2,"Gas/Oil","Hot Water","None","	 2000"
16629,"51 VERNON ST",105350,1,2016,0.12,1440,97,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","&nbsp;","	 1900"
16652,"98 PARK ST",732900,1,1900,0.11,7818,85,"Rooming House","Single Family","Good",0,0,"Gas/Oil","FA/HW/ST","Partial","	 L"
16662,"380 CROWN ST",265160,1,1920,0.06,2736,68,"Rooming House","Single Family","Above Average",8,4,"Gas/Oil","FA/HW/ST","Central","	 CR3"
16747,"16 EDGEWOOD AV",106470,1,1830,0.11,1407,78,"Colonial","Single Family","Ave/Good",2,1,"Oil/Gas","FA/HW/ST","None","	 1800"
16824,"16 LYNWOOD PL",534170,1,1875,0.1,2902,78,"Rooming House","Single Family","Ave/Good",8,5,"Gas/Oil","FA/HW/ST","Central","	 1801"
16869,"361 ELM ST",378700,1,1900,0.09,4788,48,"Rooming House","Single Family","Average",9,5,"Oil/Gas","Hot Water","None","	 1801"
16897,"105 BRISTOL ST",125790,1,1900,0.12,1591,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1650"
16910,"46 BRISTOL ST",129010,1,1999,0.11,1311,86,"Colonial","Single Family","Above Average",2,1,"Gas/Oil","Hot Water","None","	 1650"
16911,"120 ASHMUN ST",138530,1,1999,0.1,1384,86,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 1650"
16950,"60 BRISTOL ST",131250,1,1981,0.17,1257,80,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","Steam","None","	 1650"
16951,"64 BRISTOL ST",132720,1,1981,0.19,1257,80,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1650"
16957,"302 ASHMUN ST",97020,1,1999,0.16,1422,86,"Colonial","Single Family","Ave/Good",3,2,"Oil/Gas","Hot Water","None","	 1600"
17002,"32 HENRY ST",72800,1,1910,0.11,1348,68,"Colonial","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 1600"
17048,"759 ORCHARD ST",91140,1,2003,0.08,1511,88,"Half Duplex","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","Central","	 1600"
17049,"763 ORCHARD ST",91140,1,2003,0.08,1511,88,"Half Duplex","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","Central","	 1600"
17052,"781 ORCHARD ST",90790,1,2003,0.08,1484,88,"Half Duplex","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","Central","	 1600"
17053,"783 ORCHARD ST",65590,1,1918,0.05,1201,68,"Cape Cod","Single Family","Average",4,1,"Gas/Oil","FA/HW/ST","None","	 1600"
17064,"216 MUNSON ST",73080,1,1900,0.11,1255,68,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 1600"
17065,"214 MUNSON ST",68810,1,1900,0.06,1200,68,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 1600"
17075,"33 HENRY ST",80010,1,1900,0.05,1280,90,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 1600"
17079,"43 HENRY ST",79520,1,1900,0.08,1254,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
17080,"49 HENRY ST",72240,1,1918,0.07,1126,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1600"
17086,"73 HENRY ST",108220,1,1900,0.14,1839,78,"Colonial","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","None","	 1600"
17087,"75 HENRY ST",299390,1,1900,0.14,4442,78,"Rooming House","Single Family","Above Average",9,5,"Oil/Gas","FA/HW/ST","Central","	 1600"
